bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
hr1664-111,Finance and Financial Sector,Advisory bodies|Congressional oversight|Corporate finance and management|Financial crises and stabilization|Financial services and investments|Government corporations and government-sponsored enterprises|Government information and archives|Government lending and loan guarantees|Securities|Wages and earnings,2009-03-23,To amend the executive compensation provisions of the Emergency Economic Stabilization Act of 2008 to prohibit unreasonable and excessive compensation and compensation not based on performance standards.,,111,0,,
hr1669-111,Finance and Financial Sector,Credit and credit markets|Financial crises and stabilization|Government lending and loan guarantees|Intergovernmental relations|Securities|State and local finance,2009-03-23,"To require the Secretary of the Treasury to establish a market for municipal securities, to require cooperation between the Secretary and the Chairman of the Board of Governors of the Federal Reserve System in addressing the municipal securities market situation including through the establishment of municipal securities funding facilities, and for other purposes.",Federal Municipal Bond Marketing Support and Securitization Act of 2009,111,0,,
hr1673-111,Finance and Financial Sector,Contracts and agency|Corporate finance and management|Financial crises and stabilization|Financial services and investments|Wages and earnings,2009-03-23,To amend the Emergency Economic Stabilization Act of 2008 with respect to bonus payments.,,111,0,,
hr1674-111,Finance and Financial Sector,Banking and financial institutions regulation|Federally chartered organizations|Financial services and investments,2009-03-23,To amend the National Consumer Cooperative Bank Act to allow for the treatment of the nonprofit corporation affiliate of the Bank as a community development financial institution for purposes of the Community Development Banking and Financial Institutions Act of 1994.,National Consumer Cooperative Bank Act Amendments of 2009,111,0,,
s680-111,Finance and Financial Sector,Financial crises and stabilization|Government lending and loan guarantees,2009-03-24,A bill to limit Federal emergency economic assistance payments to certain recipients.,,111,0,,
hr1705-111,Finance and Financial Sector,Administrative law and regulatory procedures|Consumer affairs|Consumer credit|Executive agency funding and structure|Financial services and investments|Government studies and investigations,2009-03-25,"To create a Financial Product Safety Commission, to provide consumers with stronger protections and better information in connection with consumer financial products, and to give providers of consumer financial products more regulatory certainty.",Financial Product Safety Commission Act of 2009,111,0,,
hr1714-111,Finance and Financial Sector,Corporate finance and management|Financial crises and stabilization|Wages and earnings,2009-03-25,To require that the Board Compensation Committees required for financial institutions receiving assistance under the Troubled Assets Relief Program include the representation of the financial institution's lowest paid employees.,,111,0,,
hr1744-111,Finance and Financial Sector,Administrative law and regulatory procedures|Business records|Civil actions and liability|Consumer affairs|Consumer credit|Contracts and agency|Evidence and witnesses|Federal Reserve System|Federal Trade Commission (FTC)|Federal preemption|Fraud offenses and financial crimes|Small business,2009-03-26,"To amend the Consumer Credit Protection Act to assure meaningful disclosures of the terms of rental-purchase agreements, including disclosures of all costs to consumers under such agreements, to provide certain substantive rights to consumers under such agreements, and for other purposes.",Consumer Rental Purchase Agreement Act,111,0,,
hr1761-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Business investment and capital|Buy American requirements|Financial crises and stabilization|Financial services and investments|Foreign and international banking|Foreign and international corporations|International monetary system and foreign exchange|Wages and earnings",2009-03-26,To amend the Emergency Economic Stabilization Act of 2008 to restrict the use of TARP funds for domestic purposes.,Responsible Use of Taxpayer Help Act,111,0,,
hr1764-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization|Housing finance and home ownership",2009-03-26,To require that amounts of assistance provided to financial institutions under the Troubled Asset Relief Program of the Secretary of the Treasury that are returned be used only for assistance for homeowners in accordance with the Making Home Affordable Program of the Secretary.,Helping Homeowners in Distressed Communities Act of 2009,111,0,,
s738-111,Finance and Financial Sector,Administrative law and regulatory procedures|Business records|Civil actions and liability|Consumer affairs|Consumer credit|Contracts and agency|Evidence and witnesses|Federal Reserve System|Federal Trade Commission (FTC)|Federal preemption|Fraud offenses and financial crimes|Small business,2009-03-30,"A bill to amend the Consumer Credit Protection Act to assure meaningful disclosures of the terms of rental-purchase agreements, including disclosures of all costs to consumers under such agreements, to provide certain substantive rights to consumers under such agreements, and for other purposes.",Consumer Rental-Purchase Agreement Act of 2009,111,0,,
hr1856-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Criminal justice information and records|Department of the Treasury|Executive agency funding and structure|Financial services and investments|Foreign and international banking|Government information and archives|Organized crime|White-collar crime",2009-04-01,To reauthorize the Financial Crimes Enforcement Network.,FinCEN Reauthorization Act of 2009,111,0,,
hr1893-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Business investment and capital|Financial crises and stabilization|Financial services and investments|Securities",2009-04-02,"To prohibit any person which sells to or otherwise disposes of any asset through a public-private investment program, including the Public-Private Investment Program for Legacy Assets, from purchasing or otherwise acquiring any other asset from or through such programs, and for other purposes.",Anti-Gaming and Collusion in Public-Private Investment Program Act,111,0,,
hr1909-111,Finance and Financial Sector,Accounting and auditing|Administrative law and regulatory procedures|Banking and financial institutions regulation|Financial services and investments|Securities|Securities and Exchange Commission (SEC),2009-04-02,To direct the Securities and Exchange Commission to suspend the application of mark-to-market accounting.,,111,0,,
s786-111,Finance and Financial Sector,"Alaska Natives and Hawaiians|Bank accounts, deposits, capital|Consumer credit|Credit and credit markets|Financial literacy|Indian social and development programs|Labor-management relations|Tax-exempt organizations",2009-04-02,A bill to authorize a grant program to provide for expanded access to mainstream financial institutions.,Improving Access to Mainstream Financial Institutions Act of 2009,111,0,,
s836-111,Finance and Financial Sector,Congressional oversight|Evidence and witnesses|Financial crises and stabilization,2009-04-20,A bill to provide enhanced authority to the Congressional Oversight Panel established pursuant to the Emergency Economic Stabilization Act of 2008.,,111,0,,
hr2009-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization",2009-04-21,To amend the Emergency Economic Stabilization Act of 2008 to permit immediate repayment of direct capital investments received under the Troubled Asset Relief Program.,,111,0,,
s862-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Budget deficits and national debt|Financial crises and stabilization|Interest, dividends, interest rates",2009-04-22,A bill to require the Secretary of the Treasury to use any amounts repaid by a financial institution that is a recipient of assistance under the Troubled Assets Relief Program for debt reduction.,Debt Reduction Priority Act,111,0,,
s869-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Budget deficits and national debt|Budget process|Financial crises and stabilization|Government trust funds|Interest, dividends, interest rates",2009-04-22,A bill to require the Secretary of the Treasury to use any amounts repaid by a financial institution that is a recipient of assistance under the Troubled Assets Relief Program for debt reduction.,Debt Reduction Priority Act,111,0,,
hr2063-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Budget deficits and national debt|Financial crises and stabilization",2009-04-23,"To amend the Emergency Economic Stabilization Act of 2008 to use repaid Troubled Asset Relief Program funds to pay down the public debt, and for other purposes.",,111,0,,
hr2108-111,Finance and Financial Sector,Banking and financial institutions regulation|Civil actions and liability|Consumer affairs|Consumer credit|Contracts and agency|Housing and community development funding|Housing finance and home ownership|Licensing and registrations,2009-04-27,To protect home buyers from predatory lending practices.,Predatory Mortgage Lending Practices Reduction Act,111,0,,
hr2118-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization",2009-04-27,To amend the Emergency Economic Stabilization Act of 2008 to provide for more detailed repayment procedures for assistance received under the Troubled Asset Relief Program.,,111,0,,
hr2119-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Budget deficits and national debt|Financial crises and stabilization",2009-04-27,To amend the Emergency Economic Stabilization Act of 2008 to require that repayments of assistance from the Troubled Asset Relief Program funds go to paying down the public debt.,,111,0,,
s910-111,Finance and Financial Sector,"Accounting and auditing|Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Financial crises and stabilization|Government information and archives|Government studies and investigations|Public contracts and procurement",2009-04-28,"A bill to amend the Emergency Economic Stabilization Act of 2008, to provide for additional monitoring and accountability of the Troubled Asset Relief Program.",,111,0,,
s911-111,Finance and Financial Sector,Banking and financial institutions regulation|Consumer credit|Housing finance and home ownership,2009-04-28,"A bill to amend the Truth in Lending Act to prohibit prepayment penalties, and for other purposes.",Promoting Mortgage Responsibility Act,111,0,,
s912-111,Finance and Financial Sector,"Banking and financial institutions regulation|Housing finance and home ownership|Interest, dividends, interest rates",2009-04-28,"A bill to prohibit yield spread premiums, and for other purposes.",Transparency for Homeowners Act of 2009,111,0,,
s928-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Congressional oversight|Consumer credit|Credit and credit markets|Financial crises and stabilization|Financial services and investments|Government information and archives|Housing finance and home ownership",2009-04-29,"A bill to enhance disclosures regarding the use of funds under the Troubled Asset Relief Program, and for other purposes.",TARP Accountability Act of 2009,111,0,,
hr2253-111,Finance and Financial Sector,Banking and financial institutions regulation|Congressional agencies|Congressional oversight|Credit and credit markets|Financial crises and stabilization|Fraud offenses and financial crimes|Housing finance and home ownership|Securities,2009-05-05,"To establish a Financial Markets Commission, and for other purposes.",Financial Markets Commission Act of 2009,111,0,,
hr2266-111,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Department of the Treasury|Federal Reserve System|Gambling,2009-05-06,"To delay for 1 year the date for compliance with certain regulations prescribed by the Secretary of the Treasury and the Board of Governors of the Federal Reserve System under subchapter IV of chapter 53 of title 31, United States Code.",Reasonable Prudence in Regulation Act,111,0,,
hr2309-111,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Business ethics|Civil actions and liability|Consumer affairs|Consumer credit|Contracts and agency|Federal Trade Commission (FTC)|Motor vehicles|Retail and wholesale trades|User charges and fees,2009-05-07,"To provide authority to the Federal Trade Commission to expedite rulemakings concerning consumer credit or debt and to direct the Commission to examine and promulgate rules with regard to debt settlement and automobile sales, and for other purposes.",Consumer Credit and Debt Protection Act,111,0,,
hr2327-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer affairs|Consumer credit|Department of the Treasury|Federal Reserve System|Interest, dividends, interest rates|National Credit Union Administration",2009-05-07,To preserve consumer choice and access to credit and enhance consumer disclosures.,Protection of Consumer Credit and Consumer Choice Act of 2009,111,0,,
s1006-111,Finance and Financial Sector,Banking and financial institutions regulation|Corporate finance and management|Employee benefits and pensions|Securities|Wages and earnings,2009-05-07,A bill to require a supermajority shareholder vote to approve excessive compensation of any employee of a publicly-traded company.,Excessive Pay Shareholder Approval Act,111,0,,
hr2345-111,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer affairs|Consumer credit|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Federal Trade Commission (FTC)|Fraud offenses and financial crimes|Health facilities and institutions|National Credit Union Administration,2009-05-12,To amend the Fair Credit Reporting Act to provide for an exclusion from Red Flag Guidelines for health care practices with 20 or fewer employees.,,111,0,,
hr2424-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Business records|Congressional oversight|Credit and credit markets|Federal Reserve System|Financial crises and stabilization|Financial services and investments|Government studies and investigations",2009-05-14,"To amend title 31, United States Code, to authorize reviews by the Comptroller General of the United States of any credit facility established by the Board of Governors of the Federal Reserve System or any Federal reserve bank during the current financial crisis, and for other purposes.",Federal Reserve Credit Facility Review Act of 2009,111,0,,
s1065-111,Finance and Financial Sector,Arms control and nonproliferation|Civil actions and liability|Educational facilities and institutions|Employee benefits and pensions|Financial services and investments|Higher education|Iran|Middle East|Nuclear power|Nuclear weapons|Oil and gas|State and local finance|U.S. and foreign investments,2009-05-18,"A bill to authorize State and local governments to direct divestiture from, and prevent investment in, companies with investments of $20,000,000 or more in Iran's energy sector, and for other purposes.",Iran Sanctions Enabling Act of 2009,111,0,,
s1068-111,Finance and Financial Sector,Banking and financial institutions regulation|Federally chartered organizations|Financial services and investments,2009-05-19,A bill to amend the National Consumer Cooperative Bank Act to allow for the treatment of the nonprofit corporation affiliate of the Bank as a community development financial institution for purposes of the Community Development Banking and Financial Institutions Act of 1994.,National Consumer Cooperative Bank Act Amendments of 2009,111,0,,
hr2529-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Housing finance and home ownership|National Credit Union Administration",2009-05-20,"To amend the Federal Deposit Insurance Act to authorize depository institutions and depository institution holding companies to lease foreclosed property held by such institutions and companies for up to 5 years, and for other purposes.",Neighborhood Preservation Act,111,0,,
hr2549-111,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Financial services and investments|Performance measurement|Securities|Securities and Exchange Commission (SEC),2009-05-21,To ensure uniform and accurate credit rating of municipal bonds and provide for a review of the municipal bond insurance industry.,Municipal Bond Fairness Act,111,0,,
hr2550-111,Finance and Financial Sector,Administrative law and regulatory procedures|Financial services and investments|Licensing and registrations|Securities|Securities and Exchange Commission (SEC),2009-05-21,To amend the Securities Exchange Act of 1934 to require the registration of municipal financial advisers.,Municipal Advisers Regulation Act,111,0,,
hr2622-111,Finance and Financial Sector,Administrative law and regulatory procedures|Administrative remedies|Banking and financial institutions regulation|Civil actions and liability|Executive agency funding and structure|Financial services and investments|Government studies and investigations|Securities|Securities and Exchange Commission (SEC),2009-05-21,"To amend the Securities Exchange Act of 1934 to establish rules and procedures for the delegation of compliance and inspections authority to the operating divisions of the Securities and Exchange Commission, and for other purposes.","Compliance, Examinations, and Inspections Restructuring Act of 2009",111,0,,
hr2633-111,Finance and Financial Sector,Business investment and capital|Corporate finance and management|Financial crises and stabilization|Manufacturing|Motor vehicles|U.S. and foreign investments,2009-05-21,To amend the Emergency Economic Stabilization Act of 2008 to prohibit automobile manufacturers receiving assistance under the Troubled Asset Relief Program from opening a new foreign subsidiary or expanding their current foreign subsidiaries.,,111,0,,
hr2634-111,Finance and Financial Sector,Business investment and capital|Corporate finance and management|Financial crises and stabilization|Manufacturing|Motor vehicles|U.S. and foreign investments,2009-05-21,To amend the Emergency Economic Stabilization Act of 2008 to prohibit automobile manufacturers receiving assistance under the Troubled Asset Relief Program from opening a new foreign subsidiary or expanding their current foreign subsidiaries.,,111,0,,
hr2657-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Federal Deposit Insurance Corporation (FDIC)|Financial crises and stabilization",2009-06-02,"To amend the Federal Deposit Insurance Act to limit the authority of the Federal Deposit Insurance Corporation to engage in activities relating to systemic risk without a congressional declaration of a financial emergency, and for other purposes.",Depositor Protection Act of 2009,111,0,,
hr2660-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial services and investments|National Credit Union Administration|Securities",2009-06-02,To amend the Federal Deposit Insurance Act to require the appropriate Federal banking agencies to prescribe capital standards for certain special purpose entities.,Regulatory Capital Enhancement Act of 2009,111,0,,
hr2664-111,Finance and Financial Sector,Accounting and auditing|Business records|Congressional committees|Congressional oversight|Corporate finance and management|Evidence and witnesses|Financial services and investments|House Committee on Financial Services|House of Representatives|Securities and Exchange Commission (SEC),2009-06-02,"To require annual oral testimony before the Financial Services Committee of the Chairperson or a designee of the Chairperson of the Securities and Exchange Commission, the Financial Accounting Standards Board, and the Public Company Accounting Oversight Board, relating to their efforts to promote transparency in financial reporting.",Promoting Transparency in Financial Reporting Act of 2009,111,0,,
hr2676-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Department of the Treasury|Executive agency funding and structure|Government information and archives",2009-06-03,"To amend chapter 3 of title 31, United States Code, to provide for an Assistant Secretary of the Treasury for Community Financial Institutions and an Office of Ombudsman for Community Financial Institutions, and for other purposes.",Administrative Support and Oversight for Community Financial Institutions Act of 2009,111,0,,
hr2695-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Competition and antitrust|Consumer credit|Contracts and agency|Financial services and investments|Retail and wholesale trades|User charges and fees",2009-06-04,To amend the antitrust laws to ensure competitive market-based rates and terms for merchants' access to electronic payment systems.,Credit Card Fair Fee Act of 2009,111,0,,
hr2733-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Contracts and agency|Employee benefits and pensions|Insurance industry and regulation|Life, casualty, property insurance|Securities|Securities and Exchange Commission (SEC)",2009-06-04,To clarify the exemption for certain annuity contracts and insurance policies from Federal regulation under the Securities Act of 1933.,Fixed Indexed Annuities and Insurance Products Classification Act of 2009,111,0,,
hr2745-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization|Securities",2009-06-08,To amend the Emergency Economic Stabilization Act of 2008 to provide repayment procedures for certain assistance received under the Troubled Asset Relief Program.,TARP Repayment and Termination Act of 2009,111,0,,
hr2794-111,Finance and Financial Sector,Banking and financial institutions regulation|Consumer credit|Housing finance and home ownership,2009-06-10,"To amend the Truth in Lending Act to prohibit prepayment penalties, and for other purposes.",Promoting Mortgage Responsibility Act,111,0,,
hr2798-111,Finance and Financial Sector,Advisory bodies|Banking and financial institutions regulation|Bankruptcy|Civil actions and liability|Consumer affairs|Executive agency funding and structure|Financial services and investments|Fraud offenses and financial crimes|International law and treaties|International monetary system and foreign exchange|Securities|Securities and Exchange Commission (SEC)|Specialized courts|U.S. and foreign investments,2009-06-10,"To increase securities protection coverage in the event of stolen or missing assets, and for other purposes.",Support Investment Protection for Customers Reform Act of 2009,111,0,,
s1225-111,Finance and Financial Sector,Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Energy prices|Oil and gas,2009-06-10,"A bill to require the Commodity Futures Trading Commission to take certain actions to prevent the manipulation of energy markets, and for other purposes.",Energy Market Manipulation Prevention Act,111,0,,
s1242-111,Finance and Financial Sector,"Budget deficits and national debt|Civil actions and liability|Congressional oversight|Corporate finance and management|Financial crises and stabilization|Fraud offenses and financial crimes|Government corporations and government-sponsored enterprises|Government ethics and transparency, public corruption|Housing finance and home ownership",2009-06-11,"A bill to prohibit the Federal Government from holding ownership interests, and for other purposes.",Government Ownership Exit Plan Act of 2009,111,0,,
s1243-111,Finance and Financial Sector,Budget deficits and national debt|Financial crises and stabilization,2009-06-11,A bill to require repayments of obligations and proceeds from the sale of assets under the Troubled Asset Relief Program to be repaid directly into the Treasury for reduction of the public debt.,STAR Act of 2009,111,0,,
hr2869-111,Finance and Financial Sector,Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Energy prices|Oil and gas,2009-06-15,"To require the Commodity Futures Trading Commission to take certain actions to prevent the manipulation of energy markets, and for other purposes.",Energy Market Manipulation Prevention Act,111,0,,
hr2873-111,Finance and Financial Sector,Banking and financial institutions regulation|Civil actions and liability|Evidence and witnesses|Federal district courts|Financial services and investments|Judicial procedure and administration|Securities|Securities and Exchange Commission (SEC),2009-06-15,To provide enhanced enforcement authority to the Securities and Exchange Commission.,Enhanced S.E.C. Enforcement Authority Act,111,0,,
hr2893-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Civil actions and liability|Department of the Treasury|Fraud offenses and financial crimes|Organized crime",2009-06-16,"To amend section 5318 of title 31, United States Code, to eliminate regulatory burdens imposed on insured depository institutions and money services businesses and enhance the availability of transaction accounts at depository institutions for such business, and for other purposes.",Money Service Business Act of 2009,111,0,,
hr2896-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Bankruptcy|Contracts and agency|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial services and investments|Securities",2009-06-16,"To amend the Federal Deposit Insurance Act to provide the same treatment for covered bonds as for other qualified financial contracts to which a depository institution is a party when such institution is in receivership or conservatorship, and for other purposes.",Equal Treatment of Covered Bonds Act of 2009,111,0,,
hr2897-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization|Government trust funds|User charges and fees",2009-06-16,"To amend the Federal Deposit Insurance Act to return a sense of fairness and accountability to the deposit insurance premium assessment process, and for other purposes.",Bank Accountability and Risk Assessment Act of 2009,111,0,,
hr2904-111,Finance and Financial Sector,"Budget deficits and national debt|Civil actions and liability|Congressional oversight|Corporate finance and management|Financial crises and stabilization|Fraud offenses and financial crimes|Government corporations and government-sponsored enterprises|Government ethics and transparency, public corruption|Housing finance and home ownership",2009-06-16,"To prohibit the Federal Government from holding ownership interests, and for other purposes.",Government Ownership Exit Plan Act of 2009,111,0,,
hr2907-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization|Securities",2009-06-16,To amend the Emergency Economic Stabilization Act of 2008 to ensure that recipients of assistance under the Troubled Asset Relief Program repay such assistance only if they would remain well capitalized after such repayment.,,111,0,,
s1276-111,Finance and Financial Sector,Administrative law and regulatory procedures|Business records|Financial services and investments|Securities and Exchange Commission (SEC),2009-06-16,"A bill to require investment advisers to private funds, including hedge funds, private equity funds, venture capital funds, and others to register with the Securities and Exchange Commission, and for other purposes.",Private Fund Transparency Act of 2009,111,0,,
hr2936-111,Finance and Financial Sector,"Congressional oversight|Corporate finance and management|Financial crises and stabilization|Government lending and loan guarantees|Interest, dividends, interest rates|Manufacturing|Small business",2009-06-18,To create a program to guarantee loans made to manufacturing companies in order to promote increased domestic lending to the United States manufacturing industry.,Bill to Underwrite Increased Lending to Domestic (BUILD) Manufacturing Act,111,0,,
s1316-111,Finance and Financial Sector,Banking and financial institutions regulation|Indian lands and resources rights,2009-06-22,"A bill to amend the Federal Deposit Insurance Act to modify requirements relating to the location of bank branches on Indian reservations, and for other purposes.",Indian Reservation Bank Branch Act of 2009,111,0,,
hr3020-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Budget deficits and national debt|Financial crises and stabilization|Securities",2009-06-24,"To amend the Emergency Economic Stabilization Act of 2008 to provide for the treatment of dividends paid on shares of preferred stock, held by the Secretary of the Treasury, that were issued by financial institutions which received financial assistance under such Act, and for other purposes.",Repaying the American Taxpayer Act of 2009,111,0,,
s1354-111,Finance and Financial Sector,Banking and financial institutions regulation|Commodity Futures Trading Commission|Congressional oversight|Federal Reserve System|Federal officials|Government studies and investigations|National Credit Union Administration|Pension Benefit Guaranty Corporation|Securities and Exchange Commission (SEC),2009-06-25,A bill to elevate the Inspector General of certain Federal entities to an Inspector General appointed pursuant to section 3 of the Inspector General Act of 1978.,Improved Financial and Commodity Markets Oversight and Accountability Act,111,0,,
s1389-111,Finance and Financial Sector,"Administrative law and regulatory procedures|Contracts and agency|Employee benefits and pensions|Insurance industry and regulation|Life, casualty, property insurance|Securities|Securities and Exchange Commission (SEC)",2009-06-25,A bill to clarify the exemption for certain annuity contracts and insurance policies from Federal regulation under the Securities Act of 1933.,Fixed Indexed Annuities and Insurance Products Classification Act of 2009,111,0,,
hr3128-111,Finance and Financial Sector,Accounting and auditing|Banking and financial institutions regulation|Credit and credit markets|Financial services and investments|Securities,2009-07-08,To amend the Federal Reserve Act to authorize Federal Reserve Banks to examine the methodologies of used by nationally recognized statistical rating organizations in analyzing and rating asset backed securities and structured finance products.,,111,0,,
hr3179-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Business investment and capital|Corporate finance and management|Financial crises and stabilization|Government studies and investigations|Small business",2009-07-10,"To amend the Emergency Economic Stabilization Act of 2008 to require the Special Inspector General for the Troubled Asset Relief Program to include the effect of the Troubled Asset Relief Program on small businesses in the oversight, audits, and reports provided by the Special Inspector General, and for other purposes.",SIG TARP Small Business Awareness Act of 2009,111,0,,
s1457-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Business records|Congressional oversight|Credit and credit markets|Federal Reserve System|Financial crises and stabilization|Financial services and investments|Government studies and investigations",2009-07-15,"A bill to amend title 31, United States Code, to authorize reviews by the Comptroller General of the United States of any credit facility established by the Board of Governors of the Federal Reserve System or any Federal reserve bank, and for other purposes.",Federal Reserve Credit Facility Review Act of 2009,111,0,,
hr3232-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization|Securities",2009-07-16,To amend the Emergency Economic Stabilization Act of 2008 to require certain warrants held by the Secretary of the Treasury to be sold at public auction upon the repayment of the associated assistance provided under the Troubled Asset Relief Program.,PROFIT Act of 2009,111,0,,
hr3269-111,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Business ethics|Congressional oversight|Corporate finance and management|Department of the Treasury|Employee benefits and pensions|Federal Deposit Insurance Corporation (FDIC)|Federal Housing Finance Agency|Federal Reserve System|Financial crises and stabilization|Financial services and investments|Government lending and loan guarantees|Government studies and investigations|Housing finance and home ownership|Lawyers and legal services|Manufacturing|Motor vehicles|National Credit Union Administration|Securities|Securities and Exchange Commission (SEC)|Wages and earnings,2009-07-21,To amend the Securities Exchange Act of 1934 to provide shareholders with an advisory vote on executive compensation and to prevent perverse incentives in the compensation practices of financial institutions.,Corporate and Financial Institution Compensation Fairness Act of 2009,111,0,,
hr3272-111,Finance and Financial Sector,Corporate finance and management|Financial services and investments|Government studies and investigations|Licensing and registrations|Securities,2009-07-21,"To amend the Securities Exchange Act of 1934 to add requirements for board of directors committees regarding risk management and compensation policies, to require non-binding shareholder votes on executive compensation, and for other purposes.",Corporate Governance Reform Act of 2009,111,0,,
hr3318-111,Finance and Financial Sector,Administrative law and regulatory procedures|Advisory bodies|Consumer affairs|Financial services and investments|Securities|Securities and Exchange Commission (SEC)|User charges and fees,2009-07-23,To establish by law a permanent Investor Advisory Committee within the Securities and Exchange Commission to give investors a greater voice in the Securities and Exchange Commission's work.,Investor Advisory Committee Act of 2009,111,0,,
hr3330-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Government information and archives|Government studies and investigations",2009-07-24,"To amend the Federal Deposit Insurance Act and the Federal Credit Union Act to provide more effective reviews of losses in the Deposit Insurance Fund and the Share Insurance Fund by the Inspectors General of the several Federal banking agencies and the National Credit Union Administration Board, and for other purposes.",Improved Oversight by Financial Inspectors General Act of 2009,111,0,,
hr3346-111,Finance and Financial Sector,Accounting and auditing|Corporate finance and management|Financial services and investments|International organizations and cooperation|U.S. and foreign investments,2009-07-27,To amend the Sarbanes-Oxley Act of 2002 to permit the sharing of confidential supervisory information with foreign auditor oversight bodies.,,111,0,,
hr3351-111,Finance and Financial Sector,Administrative law and regulatory procedures|Corporate finance and management|Financial services and investments|Securities|Securities and Exchange Commission (SEC)|Wages and earnings,2009-07-27,To amend the Securities Exchange Act of 1934 to provide shareholders with a non-binding vote on executive compensation.,Proxy Voting Transparency Act of 2009,111,0,,
hr3428-111,Finance and Financial Sector,"Bank accounts, deposits, capital|Financial crises and stabilization",2009-07-30,To amend the Emergency Economic Stabilization Act of 2008 to require a corresponding reduction in the authorization to purchase each time a repayment is made for assistance received under the Troubled Asset Relief Program.,Reclaiming Bailout Funds for Taxpayers Act,111,0,,
s1551-111,Finance and Financial Sector,Civil actions and liability|Fraud offenses and financial crimes|Securities,2009-07-30,A bill to amend section 20 of the Securities Exchange Act of 1934 to allow for a private civil action against a person that provides substantial assistance in violation of such Act.,Liability for Aiding and Abetting Securities Violations Act of 2009,111,0,,
hr3455-111,Finance and Financial Sector,"Bankruptcy|Employee benefits and pensions|Financial crises and stabilization|Health care costs and insurance|Manufacturing|Motor vehicles|Social work, volunteer service, charitable organizations",2009-07-31,To make available funds from the Emergency Economic Stabilization Act of 2008 for funding a voluntary employees' beneficiary association with respect to former employees of Delphi Corporation.,,111,0,,
hr3506-111,Finance and Financial Sector,Banking and financial institutions regulation|Consumer affairs|Consumer credit|Right of privacy,2009-07-31,"To amend the Gramm-Leach-Bliley Act to provide an exception from the continuing requirement for annual privacy notices for financial institutions which do not change their policies and practices with regard to disclosing nonpublic personal information from the policies and practices that were disclosed in the most recent disclosure sent to consumers, and for other purposes.",Eliminate Privacy Notice Confusion Act,111,0,,
