bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
hr99-103,Finance and Financial Sector,Appropriations|Bank failures|Government corporations|Resolution Trust Corporation|Savings and loan associations,1993-01-05,To remove the limitation on the availability of funds previously appropriated to the Resolution Trust Corporation and to provide additional resources for the Resolution Trust Corporation and for other purposes.,Resolution Trust Corporation Funding Act of 1993,103,0,,
hr459-103,Finance and Financial Sector,Administrative procedure|Bank capital|Bank examination|Bank holding companies|Bank loans|Bank mergers|Branch banking|Community development|Credit|Deposit insurance|Federal preemption|Financial institutions|Foreign banks and banking|Interstate banking|State laws,1993-01-06,To provide for nationwide banking and branching.,Nationwide Banking and Branching Act of 1993,103,0,,
hr547-103,Finance and Financial Sector,Administrative procedure|Department of the Treasury|Government paperwork|Government securities|Securities|Securities regulation,1993-01-21,To require the Secretary of the Treasury to revise certain regulations relating to holds-in-custody repurchase transactions in government securities.,,103,0,,
hr578-103,Finance and Financial Sector,Accounting|Administrative fees|Administrative procedure|Auditing|Brokers|Confidential communications|Conflict of interests|Congressional reporting requirements|Consumer protection|Embezzlement|Ex-offenders|Federal-state relations|Fees|Financial statements|Fines (Penalties)|Fraud|Government paperwork|Information disclosure (Securities law)|Information services|Investment advisers|Larceny|Licenses|Mutual funds|Professional fees|Right of privacy|Rural affairs legislation|Savings and loan associations|Securities|Securities and Exchange Commission|Securities fraud|Securities industry|Securities regulation|Small business|Stock exchanges|Surety and fidelity|Surveys|Telephone,1993-01-26,"To provide for recovery of costs of supervision and regulation of investment advisers and their activities, and for other purposes.",Investment Adviser Regulatory Enhancement and Disclosure Act of 1993,103,0,,
hr597-103,Finance and Financial Sector,Accounting|Bank directors|Bank holding companies|Bank management|Bank mergers|Conflict of interests|Federal Reserve System|Foreign banks and banking|Government paperwork|Lawyers,1993-01-26,"To institute management reforms and eliminate conflicts-of-interest on boards of directors of depository institutions and depository holding companies, and for other purposes.",Management and Conflict of Interest Reform Amendments of 1993,103,0,,
hr616-103,Finance and Financial Sector,Brokers|Information disclosure (Securities law)|Investment advisers|Securities|Securities regulation|Stock exchanges,1993-01-26,To amend the Securities Exchange Act of 1934 to permit members of national securities exchanges to effect certain transactions with respect to accounts for which such members exercise investment discretion.,,103,0,,
hr617-103,Finance and Financial Sector,Administrative procedure|Brokers|Conflict of interests|Corporate reorganizations|Independent regulatory commissions|Information disclosure (Securities law)|Investment analysis|Investors|Limited partnerships|Partnerships|Securities|Securities and Exchange Commission|Securities regulation|Stock exchanges|Stockholders|Stockholders' voting|Tender offers,1993-01-26,"To amend the Securities Exchange Act of 1934 to protect investors in limited partnerships in rollup transactions, and for other purposes.",Limited Partnership Rollup Reform Act of 1993,103,0,,
s265-103,Finance and Financial Sector,Accounting|Administrative procedure|Administrative remedies|Agricultural credit|Agricultural economics|Apartment houses|Auditing|Automated teller machines|Bank accounts|Bank capital|Bank deposits|Bank directors|Bank employees|Bank examination|Bank holding companies|Bank loans|Bank mergers|Bank records|Bank reserves|Branch banking|Checking accounts|Checks|Community development|Congressional reporting requirements|Consumer credit|Counseling|Credit|Credit cards|Credit unions|Damages|Department of the Treasury|Deposit insurance|Economic impact statements|Electronic funds transfers|Federal Reserve System|Federal budgets|Financial deregulation|Fines (Penalties)|Foreign banks and banking|Government paperwork|Home equity loans|Home ownership|Interest rates|Monetary policy|Mortgage loans|Nonbank banks|Real estate appraisal|Regulatory impact statements|Right of privacy|Savings accounts|Savings and loan associations|Securities regulation|Settlement costs|Small business|Variable rate mortgage loans,1993-01-28,"A bill to increase the amount of credit available to fuel local, regional, and national economic growth by reducing the regulatory burden imposed upon financial institutions, and for other purposes.",Economic Growth and Regulatory Paperwork Reduction Act of 1993,103,0,,
hr1000-103,Finance and Financial Sector,Administrative procedure|Air pollution control|Asbestos|Bank loans|Building construction|Building laws|Business records|Employee training|Environmental Protection Agency|Financial institutions|Foreclosure|Government paperwork|Government publications|Indoor air pollution|Labeling|Liability (Law)|Liability for toxic substances pollution damages|Licenses|Liens|Maintenance and repair|Mortgage loans|Occupational health and safety|Subsidiary corporations,1993-02-18,"To protect financial institutions from liability for damages caused by failure to remove asbestos from a residential or commercial building in which the financial institution holds a security interest if an accredited asbestos management planner has recommended in-place management of the asbestos, and for other purposes.",Asbestos Management Incentive Act,103,0,,
hr962-103,Finance and Financial Sector,Accounting|Administrative procedure|Administrative remedies|Agricultural credit|Agricultural economics|Apartment houses|Auditing|Automated teller machines|Bank accounts|Bank capital|Bank directors|Bank employees|Bank examination|Bank holding companies|Bank loans|Bank mergers|Bank records|Bank reserves|Branch banking|Checking accounts|Checks|Community development|Community development banking|Congressional reporting requirements|Consumer credit|Counseling|Credit|Credit cards|Credit unions|Damages|Debtor and creditor|Department of the Treasury|Deposit insurance|Depressed areas|Due process of law|Economic impact statements|Electronic funds transfers|Federal Reserve System|Federal budgets|Financial deregulation|Foreign banks and banking|Government paperwork|Home equity loans|Home ownership|Interest rates|Interstate relations|Low-income housing|Minority business enterprises|Monetary policy|Mortgage loans|Nonbank banks|Real estate appraisal|Regulatory impact statements|Right of privacy|Savings accounts|Savings and loan associations|Securities regulation|Settlement costs|Small business|Variable rate mortgage loans|Women in business,1993-02-18,"To increase the amount of credit available to fuel local, regional and national economic growth by reducing the regulatory burden imposed upon safe, sound and properly managed financial institutions.",Economic Growth and Financial Institutions Regulatory Paperwork Reduction Act of 1993,103,0,,
hr1085-103,Finance and Financial Sector,Bank capital|Bank loans|Congressional reporting requirements|Deposit insurance|Federal home loan banks|Government corporations|Interest|Mortgage loans|Resolution Funding Corporation|Savings and loan associations|Savings banks|Stocks,1993-02-24,"To modernize and improve the Federal home loan bank system in order to enhance the availability of housing finance, and for other purposes.",Federal Home Loan Bank Modernization Act of 1993,103,0,,
s422-103,Finance and Financial Sector,Administrative procedure|Auctions|Brokers|Business records|Computers|Conflict of interests|Congressional investigations|Congressional reporting requirements|Corporate reorganizations|Data transmission systems|Deceptive advertising|Department of the Treasury|Economic statistics|Federal Reserve System|Federal advisory bodies|Federal employees|Federally-assisted loans|Federally-guaranteed loans|Foreign banks and banking|Gifts|Government paperwork|Government securities|Governmental investigations|Gross national product|Independent regulatory commissions|Information disclosure (Securities law)|Interest|Investors|Licenses|Limited partnerships|Misconduct in office|Partnerships|Public debt|Public meetings of administrative bodies|Securities|Securities and Exchange Commission|Securities fraud|Securities industry|Securities regulation|Stock exchanges|Stockholders' voting|Tender offers,1993-02-24,"A bill to amend the Securities Exchange Act of 1934 to ensure the efficient and fair operation of the government securities market, in order to protect investors and facilitate government borrowing at the lowest possible cost to taxpayers, and to prevent false and misleading statements in connection with offerings of government securities.",Government Securities Act Amendments of 1993,103,0,,
s424-103,Finance and Financial Sector,Administrative procedure|Brokers|Conflict of interests|Corporate reorganizations|Government paperwork|Independent regulatory commissions|Information disclosure (Securities law)|Limited partnerships|Partnerships|Securities|Securities and Exchange Commission|Securities regulation|Stock exchanges|Stockholders' voting|Tender offers,1993-02-24,A bill to amend the Securities Exchange Act of 1934 with respect to limited partnership rollups.,Limited Partnership Rollup Reform Act of 1993,103,0,,
s479-103,Finance and Financial Sector,Administrative procedure|Capital formation|Government paperwork|Independent regulatory commissions|Information disclosure (Securities law)|Risk assessment|Securities|Securities and Exchange Commission|Securities regulation|Small business|State laws,1993-03-02,A bill to amend the Securities Act of 1933 and the Investment Company Act of 1940 to promote capital formation for small businesses and others through exempted offerings under the Securities Act and through investment pools that are excepted or exempted from regulation under the Investment Company Act of 1940 and through business development companies.,Small Business Incentive Act of 1993,103,0,,
hr1299-103,Finance and Financial Sector,Authorization|Bank failures|Capital gains tax|Congressional reporting requirements|Corporation taxes|Electronic funds transfers|Fees|Government corporations|Imports|Income tax|Interest|Legislation|Minimum tax|Resolution Trust Corporation|Savings and loan associations|Stocks|Wealth tax,1993-03-10,"To provide funding for the Resolution Trust Corporation to meet immediate needs and to authorize additional funding for the Corporation subject to a requirement that the President submit a plan for fully paying for such funding, including interest costs, over the next 5 years, and for other purposes.",Resolution Trust Corporation Fair Funding Act of 1993,103,0,,
s591-103,Finance and Financial Sector,Administrative procedure|Congressional oversight|Economic impact statements|Financial deregulation|Legislation|Regulatory impact statements,1993-03-16,A bill to authorize the President to suspend the application of laws and regulations that impede economic revitalization and growth.,Presidential Credit Availability and Economic Recovery Act,103,0,,
s664-103,Finance and Financial Sector,Antitrust law|Corporate finance|Corporation directors|Government paperwork|Gross national product,1993-03-26,A bill making a technical amendment of the Clayton Act.,,103,0,,
hr1574-103,Finance and Financial Sector,Securities industry|Tax-exempt securities,1993-03-31,To permit national banks to underwrite municipal revenue bonds.,,103,0,,
hr1676-103,Finance and Financial Sector,Authorization|Bank failures|Business losses|Congressional oversight|Congressional reporting requirements|Government corporations|Income tax|Public debt|Resolution Trust Corporation|Savings and loan associations,1993-04-02,To require the President to submit a plan for financing the losses from the resolution of savings and loan associations as a condition for the authorization of additional appropriations for such losses.,RTC Fiscal Accountability Act of 1993,103,0,,
hr1699-103,Finance and Financial Sector,Bank capital|Bank examination|Bank loans|Bank management|Bank records|Bank reserves|Community development banking|Community development corporations|Consumer credit|Credit unions|Depressed areas|Employee selection|Federal aid to community development|Housing finance|Low-income housing|Poor|Venture capital,1993-04-05,"To provide assistance to community development lending institutions to increase the availability of credit to low-income families and for economic and community development and other activities in low-income neighborhoods, and for other purposes.",Community Banking and Economic Empowerment Act,103,0,,
hr1725-103,Finance and Financial Sector,"Awards, medals, prizes|Bank failures|Executive compensation|Federal Deposit Insurance Corporation|Federal employees|Fringe benefits|Government corporations|Pay equity|Resolution Trust Corporation|Salaries|Savings and loan associations",1993-04-20,"To limit excessive compensation and bonuses paid by the Resolution Trust Corporation, and for other purposes.",Resolution Trust Corporation Compensation Reform Act of 1993,103,0,,
hr1765-103,Finance and Financial Sector,Antitrust law|Corporate mergers|Hospitals|Medicaid|Medicare|Public assistance programs|Rural public health|Sparsely populated areas,1993-04-21,"To exempt from the antitrust laws, mergers and service allocations entered into by certain hospitals in low population areas.",Hospital Antitrust Fairness Act,103,0,,
s861-103,Finance and Financial Sector,Affordable housing|Authorization|Bank capital|Bank deposits|Bank employees|Bank loans|Community development banking|Community development corporations|Credit unions|Depressed areas|Employee training|Federal aid to community development|Government securities|Investment of public funds|Nonprofit organizations|Poverty|Revolving funds|Small business|Unemployment,1993-04-30,"A bill to provide assistance to community development financial institutions, and for other purposes.",Community Capital Partnership Act of 1993,103,0,,
hr2058-103,Finance and Financial Sector,Bankruptcy|Debtor and creditor|Securities|Valuation,1993-05-11,To amend title 11 of the United States Code with respect to the distribution of securities under a plan under chapter 11 of such title.,,103,0,,
hr2075-103,Finance and Financial Sector,Administrative procedure|Advertising|Bank accounts|Civil actions and liability|Class actions (Civil procedure)|Consumer education|Damages|Deceptive advertising|Earnings|Fees|Financial institutions|Financial services|Fines (Penalties)|Government paperwork|Information disclosure (Securities law)|Interest|Interest rates|Investments|Investors|Legal fees|Liability (Law)|Mutual funds,1993-05-11,"To require truth in disclosures for financial intermediaries, and for other purposes.",Truth in Disclosure Act,103,0,,
hr2239-103,Finance and Financial Sector,Administrative fees|Authorization|Congressional oversight|Congressional reporting requirements|Independent regulatory commissions|International competitiveness|Securities|Securities and Exchange Commission|Securities industry|Securities regulation|Stock exchanges,1993-05-24,"To authorize appropriations for the Securities and Exchange Commission, and for other purposes.",Securities and Exchange Commission Authorization Act of 1993,103,0,,
hr2350-103,Finance and Financial Sector,Administrative procedure|Bank accounts|Bank deposits|Bank fraud|Bank records|Checking accounts|Checks|Consumer education|Consumer protection|Credit unions|Damages|Discrimination|Federal Reserve System|Fees|Fraud|Government paperwork|Governmental investigations|Identification devices|Language and languages|Liability (Law)|Poor|Standards,1993-06-09,"To require depository institutions to offer basic financial services accounts, and for other purposes.",Financial Services Access Act of 1993,103,0,,
hr2464-103,Finance and Financial Sector,Brokers|Campaign funds|Government paperwork|Information disclosure (Securities law)|Securities|Securities industry|Tax-exempt securities,1993-06-18,To repeal the exemption from disclosure requirements for municipal securities and to promote full and adequate disclosure of political contributions related to the underwriting of municipal securities by banks and securities firms.,Municipal Securities Reform Act of 1993,103,0,,
hr2600-103,Finance and Financial Sector,Administrative remedies|Bank examination|Bank loans|Brokers|Commercial finance companies|Community development|Department of the Treasury|Discrimination|Federally-assisted loans|Fees|Government paperwork|Investment banking|Licenses|Loans|Secondary mortgage market|Securities,1993-07-01,"To promote economic growth and credit formation by facilitating the development of a secondary market for business, commercial, and community development debt and equity investments, and for other purposes.","Business, Commercial, and Community Development Secondary Market Development Act",103,0,,
s1230-103,Finance and Financial Sector,Bank capital|Bank examination|Bank loans|Community development banking|Congressional reporting requirements|Credit unions|Deposit insurance|Depressed areas|Government securities|Interest|Investment of public funds|Legislation|Names|Revolving funds|Small business,1993-07-14,A bill to provide for community development banks.,Community Development Bank Act,103,0,,
hr2661-103,Finance and Financial Sector,Consumer credit|Disaster relief|Financial deregulation|Government paperwork,1993-07-15,To enhance the availability of credit in disaster areas by reducing the regulatory burden imposed upon insured depository institutions to the extent such action is consistent with the safety and soundness of the institutions.,Depository Institutions Disaster Relief Act of 1993,103,0,,
s1273-103,Finance and Financial Sector,Administrative procedure|Bank capital|Bank deposits|Bank examination|Bank loans|Branch banking|Checking accounts|Checks|Community development banking|Congressional reporting requirements|Consumer credit|Credit|Credit unions|Department of the Treasury|Deposit insurance|Disaster loans|Disaster relief|Economic impact statements|Federal Deposit Insurance Corporation|Federal Reserve System|Financial deregulation|Flood insurance|Floods|Government paperwork|National Credit Union Administration|Regulatory impact statements|Savings and loan associations,1993-07-21,A bill to enhance the availability of credit in disaster areas by reducing the regulatory burden imposed upon insured depository institutions to the extent such action is consistent with the safety and soundness of the institutions.,Depository Institutions Disaster Relief Act of 1993,103,0,,
hr2707-103,Finance and Financial Sector,"Administrative procedure|Affordable housing|Auditing|Awards, medals, prizes|Bank capital|Bank examination|Bank holding companies|Bank loans|Bank mergers|Bank records|Casualty insurance|Community development banking|Community development corporations|Congressional reporting requirements|Consumer credit|Consumer education|Credit cards|Credit unions|Deposit insurance|Depressed areas|Federal advisory bodies|Federal aid to community development|Federally-guaranteed loans|Financial deregulation|Financial services|Financial statements|Government lending|Government paperwork|Government trust funds|Home ownership|Housing finance|Information services|Insurance agents|Insurance premiums|Loans|Low-income housing|Minority business enterprises|Moderate income housing|Mortgages|Nonprofit organizations|Poor|Presidential commissions|Property insurance|Rental housing|Revolving funds|Rural economic development|Savings and loan associations|Securities industry|Small business|Stocks",1993-07-22,"To establish the Community Development Fund, to promote community development lending by financial institutions in economically distressed areas, to authorize the Federal Home Loan Bank System to engage in activities to satisfy housing finance and community development needs that are not being met, and for other purposes.",Bank Enterprise Act Amendments of 1993,103,0,,
hr2808-103,Finance and Financial Sector,Administrative procedure|Bank capital|Bank deposits|Bank loans|Branch banking|Checking accounts|Checks|Congressional investigations|Congressional reporting requirements|Consumer credit|Deposit insurance|Disaster relief|Financial deregulation|Flood insurance|Floods|Government paperwork,1993-07-29,"To facilitate recovery from the recent flooding of the Mississippi River and its tributaries by providing greater flexibility for depository institutions and their regulators, and for other purposes.",Depository Institutions Disaster Relief Act of 1993,103,0,,
hr2972-103,Finance and Financial Sector,Bank capital|Bank examination|Bank loans|Community development banking|Congressional reporting requirements|Credit unions|Deposit insurance|Depressed areas|Government securities|Interest|Investment of public funds|Legislation|Names|Revolving funds|Small business,1993-08-06,To provide for community development banks.,Community Development Bank Act,103,0,,
hr2988-103,Finance and Financial Sector,Authorization|Community development banking|Credit unions|Government securities|Investment of public funds|Revolving funds,1993-08-06,To enhance the resources available to community development credit unions.,Credit Union Community Development Enhancement Act of 1993,103,0,,
hr3235-103,Finance and Financial Sector,Administrative procedure|Bank examination|Bank records|Casinos|Checks|Congressional investigations|Congressional reporting requirements|Criminal justice information|Department of the Treasury|Employee training|Financial institutions|Financial services|Fines (Penalties)|Foreign banks and banking|Foreign exchange|Forfeiture|Fraud|Government paperwork|Licenses|Money|Money laundering|Negotiable instruments|State laws,1993-10-07,"To amend subchapter II of chapter 53 of title 31, United States Code, to improve enforcement of antimoney laundering laws, and for other purposes.",Money Laundering Suppression Act of 1994,103,0,,
hr3248-103,Finance and Financial Sector,American investments|Bank holding companies|Brokers|Congressional reporting requirements|Corporate mergers|Financial services|Foreign banks and banking|Governmental investigations|International banking|International competitiveness|Investment advisers|Nontariff trade barriers|Reciprocity|Securities industry|Securities regulation|Trade agreements|Trade negotiations,1993-10-07,To provide for fair trade in financial services.,Fair Trade in Financial Services Act of 1993,103,0,,
s1527-103,Finance and Financial Sector,American investments|Bank holding companies|Brokers|Congressional oversight|Congressional reporting requirements|Corporate mergers|Financial services|Foreign banks and banking|Government paperwork|Governmental investigations|International banking|International competitiveness|Investment advisers|Nontariff trade barriers|Reciprocity|Securities industry|Securities regulation|Trade agreements|Trade negotiations,1993-10-07,A bill to provide for fair trade in financial services.,Fair Trade in Financial Services Act of 1994,103,0,,
hr3389-103,Finance and Financial Sector,Consumer education|Consumer protection|Deceptive advertising|Deposit insurance|Government paperwork|Information disclosure (Securities law)|Mutual funds|Securities industry|Securities regulation,1993-10-27,"To amend the Federal Deposit Insurance Act to require insured depository institutions to provide notify customers who purchase mutual funds on the premise of the institution that such mutual funds are not insured deposits, and for other purposes.",Depository Institution Mutual Fund Sales Act,103,0,,
s1664-103,Finance and Financial Sector,Administrative procedure|Bank examination|Bank records|Checks|Congressional reporting requirements|Criminal justice information|Department of the Treasury|Electronic funds transfers|Financial institutions|Financial services|Fines (Penalties)|Foreign banks and banking|Foreign exchange|Forfeiture|Fraud|Government paperwork|Licenses|Money|Money laundering|Negotiable instruments|State laws,1993-11-17,"A bill to amend subchapter II of chapter 53 of title 31, United States Code, to improve enforcement of anti-money laundering laws, and for other purposes.",Anti-Money Laundering Act of 1993,103,0,,
s1715-103,Finance and Financial Sector,Dividends|Government ownership|Interest|Securities|Securities industry|State laws,1993-11-19,"A bill to provide for the equitable disposition of distributions that are held by a bank or other intermediary as to which the beneficial owners are unknown or whose addresses are unknown, and for other purposes.",Equitable Escheatment Act of 1993,103,0,,
s1725-103,Finance and Financial Sector,Bank failures|Bank loans|Deposit insurance|Federal Deposit Insurance Corporation|Government corporations|Trusts and trustees,1993-11-19,A bill to amend the Federal Deposit Insurance Act to clarify provisions intended to protect the Corporation from having bank loans or other assets diluted by secret side agreements.,,103,0,,
s1728-103,Finance and Financial Sector,Accounting|Administrative procedure|Bank capital|Bank records|Bank reserves|Deposit insurance|Excise tax|Financial statements|Government paperwork|Mortgage loans|Pension funds|Secondary mortgage market|Securities regulation|Tax penalties,1993-11-19,A bill to provide regulatory capital guidelines for treatment of real estate assets sold with limited recourse by depository institutions.,Commercial Mortgage Capital Availability Act of 1993,103,0,,
s1744-103,Finance and Financial Sector,Congressional reporting requirements|Federal advisory bodies|Financial services|Government paperwork|Legislation,1993-11-20,"A bill to establish a National Commission on Financial Services to study the strength and weaknesses of the United States financial services system and its ability to meet the needs of the United States economy and the needs of users of the United States financial services system, and for other puropses.",National Commission on Financial Services Act,103,0,,
hr3615-103,Finance and Financial Sector,Administrative procedure|Federal Deposit Insurance Corporation|Government corporations|Savings banks,1993-11-22,"To amend the Federal Deposit Insurance Act to require Federal Deposit Insurance Corporation approval for conversions of insured banks from mutual form to stock form, and for other purposes.",Mutual Bank Conversion Act,103,0,,
hr3661-103,Finance and Financial Sector,Bank directors|Bank employees|Civil actions and liability|Civil procedure|Damages|Due process of law|Federal preemption|Financial statements|Liability (Law)|Right of privacy|State laws,1993-11-22,"To amend the Federal Deposit Insurance Act to clarify the due process protections applicable to directors and officers of insured depository institutions and other institution-affiliated parties, and for other purposes.",Lending Enhancement Through Necessary Due Process Act,103,0,,
hr3748-103,Finance and Financial Sector,Bank capital|Bank directors|Bank employees|Bank examination|Bank failures|Bank records|Bank reserves|Bankruptcy|Brokers|Consumer education|Credit unions|Derivative securities|Employee training|Executive reorganization|Federal advisory bodies|Federal employees|Federal preemption|Federal-state relations|Financial institutions|Financial services|Foreign banks and banking|Futures trading|Government paperwork|Municipal finance|Mutual funds|Risk management|Securities industry|Securities regulation|State officials and employees,1994-01-26,To provide an enhanced framework for Federal financial institution regulation of derivatives activities.,Derivatives Supervision Act of 1994,103,0,,
s1801-103,Finance and Financial Sector,Administrative procedure|Bank deposits|Bank directors|Bank employees|Congressional reporting requirements|Department of the Treasury|Executive compensation|Information disclosure (Securities law)|Insider trading in securities|Savings and loan associations|Savings banks|Stockholders|Stocks,1994-01-26,"A bill to apply certain minimum standards to the conversion of savings associations and savings banks from the mutual form to the stock form, and for other purposes.",Mutual Depository Institution Conversion Protection Act of 1994,103,0,,
hr3799-103,Finance and Financial Sector,Administrative procedure|Bank capital|Bank deposits|Bank examination|Bank loans|Branch banking|California|Checking accounts|Checks|Community development banking|Congressional investigations|Congressional reporting requirements|Consumer credit|Credit|Credit unions|Department of the Treasury|Deposit insurance|Disaster relief|Earthquake insurance|Earthquakes|Economic impact statements|Federal Deposit Insurance Corporation|Federal Reserve System|Financial deregulation|Government corporations|Government paperwork|National Credit Union Administration|Regulatory impact statements|Savings and loan associations,1994-02-03,"To facilitate recovery from the recent earthquakes in California by providing greater flexibility for depository institutions and their regulators, and for other purposes.",Depository Institutions Disaster Relief Act of 1994,103,0,,
hr3998-103,Finance and Financial Sector,Business records|Checks|Congressional reporting requirements|Consumer protection|Crime prevention|Fees|Financial services|Fines (Penalties)|Fraud|Government paperwork|Government regulation|Licenses|Money laundering|Standards|State laws,1994-03-10,To protect the consumers of check cashing services by encouraging States to establish uniform laws on the regulation of check cashing services and to require the Secretary of the Treasury to study the effectiveness of State efforts with respect to such regulation and make appropriate recommendations to the Congress on such efforts.,Check Cashing Consumer Protection Act of 1994,103,0,,
hr4097-103,Finance and Financial Sector,Bank capital|Bank examination|Discrimination|Fees|Financial services|Government regulation|Investments|Investors|Subsidiary corporations,1994-03-21,To reform the Federal regulation of depository institution service corporations.,Depository Institution Service Corporation Reform Act of 1994,103,0,,
hr4146-103,Finance and Financial Sector,Bank failures|Bank loans|Claims|Deposit insurance|Federal Deposit Insurance Corporation|Government corporations|Trusts and trustees,1994-03-24,To amend the Federal Deposit Insurance Act to clarify provisions intended to protect the Corporation from having bank loans or other assets diluted by secret side agreements.,,103,0,,
hr4170-103,Finance and Financial Sector,Accounting|Bank capital|Bank directors|Bank examination|Bank management|Bank records|Brokers|Conferences|Congressional investigations|Congressional oversight|Congressional reporting requirements|Credit unions|Derivative securities|Federal advisory bodies|Fees|Fines (Penalties)|Government paperwork|Information disclosure (Securities law)|Institutional investments|International agencies|International banking|International cooperation|Margins (Security trading)|Securities|Securities industry|Securities regulation|Standards|Trade negotiations|Valuation,1994-04-12,"To amend the Federal Deposit Insurance Act and the Federal Credit Union Act to require insured depository institutions to include information on derivative financial instruments in reports of condition, and for other purposes.",Derivatives Safety and Soundness Act of 1994,103,0,,
hr4261-103,Finance and Financial Sector,Congressional reporting requirements|Federal advisory bodies|Financial services|International banking|International cooperation|Securities regulation|Stock exchanges|Tax havens,1994-04-20,"To establish the Commission on International Coordination of Financial Regulation, and for other purposes.",Commission on International Coordination of Financial Regulation Act,103,0,,
s2123-103,Finance and Financial Sector,Administrative procedure|Bank holding companies|Consumer education|Credit unions|Derivative securities|Futures trading|Securities industry|Securities regulation|Subsidiary corporations,1994-05-17,A bill to prohibit insured depository institutions and credit unions from engaging in certain activities involving derivative financial instruments.,Derivatives Limitations Act of 1994,103,0,,
hr4492-103,Finance and Financial Sector,Authorization|Commodity Futures Trading Commission|Commodity exchanges|Futures trading|Independent regulatory commissions|Securities,1994-05-25,To extend the authorization for appropriations for the Commodity Futures Trading Commission for five fiscal years.,CFTC Reauthorization Act of 1994,103,0,,
hr4503-103,Finance and Financial Sector,Accounting|Administrative procedure|Bank capital|Bank directors|Bank examination|Bank failures|Bank management|Bank records|Brokers|Competition|Confidential communications|Congressional investigations|Congressional reporting requirements|Contracts|Credit unions|Department of Housing and Urban Development|Derivative securities|Employee training|Federal Deposit Insurance Corporation|Federal advisory bodies|Federal employees|Foreign banks and banking|Government corporations|Government paperwork|Information disclosure (Securities law)|International agencies|International banking|International cooperation|Margins (Security trading)|Negotiations|Risk management|Securities industry|Securities regulation|State officials and employees,1994-05-26,"To enhance the supervision and regulation of derivatives activities of financial institutions, and for other purposes.",Derivatives Safety and Soundness Supervision Act of 1994,103,0,,
s2291-103,Finance and Financial Sector,Administrative procedure|Bank capital|Bank directors|Bank examination|Bank failures|Bank holding companies|Bank management|Bank records|Bankruptcy|Brokers|Commodity exchanges|Confidential communications|Contracts|Derivative securities|Employee training|Foreign exchange futures|Fraud|Futures trading|Government paperwork|Independent regulatory commissions|International banking|International competitiveness|International cooperation|Mortgage banks|Securities and Exchange Commission|Securities industry|Securities regulation|Stock exchanges|Subsidiary corporations|Trusts and trustees,1994-07-18,"A bill to separate certain activities involving derivative financial instruments from the insured deposits of insured depository institutions, to provide for regulatory coordination in the establishment of principles related to such activities, to provide enhanced regulatory oversight, and for other purposes.",Derivatives Supervision Act of 1994,103,0,,
s2306-103,Finance and Financial Sector,Securities|Securities fraud|Securities regulation|Stock exchanges,1994-07-21,A bill to amend the Securities Exchange Act of 1934.,Securities Fraud Fairness Act,103,0,,
hr4858-103,Finance and Financial Sector,Administrative procedure|Capital formation|Government paperwork|Independent regulatory commissions|Information disclosure (Securities law)|Mutual funds|Risk assessment|Securities|Securities and Exchange Commission|Securities regulation|Small business|State laws,1994-07-29,To amend the Securities Act of 1933 and the Investment Company Act of 1940 to promote capital formation for small businesses and others through exempted offerings under the Securities Act and through investment pools that are excepted or exempted from regulation under the Investment Company Act of 1940 and through business development companies.,Small Business Incentive Act of 1993,103,0,,
hr4926-103,Finance and Financial Sector,Administrative procedure|American investments|Bank holding companies|Bank mergers|Banking law|Department of the Treasury|Exports|Financial services|Foreign banks and banking|Reciprocity|Restrictive trade practices|Trade agreements,1994-08-09,"To require the Secretary of the Treasury to identify foreign countries which may be denying national treatment to United States banking organizations and to assess whether any such denial may be having a significant adverse effect on such organizations, and to require Federal banking agencies to take such assessments into account in considering applications by foreign banks under the International Banking Act of 1978 and the Bank Holding Company Act of 1956.",National Treatment in Banking Act of 1994,103,0,,
hr4956-103,Finance and Financial Sector,Administrative procedure|Administrative remedies|Bank capital|Bank directors|Bank employees|Bank examination|Bank fraud|Bank holding companies|Bank loans|Bank management|Bank mergers|Brokers|Conflict of interests|Department of the Treasury|Dividends|Federal Deposit Insurance Corporation|Federal Home Loan Bank Board|Federal Reserve System|Federal preemption|Financial institutions|Financial services|Fines (Penalties)|Government corporations|Government paperwork|Insider trading in securities|Judicial review of administrative acts|Savings and loan associations|Securities|State courts|State laws|Subsidiary corporations|Surety and fidelity|Trusts and trustees|Tying devices (Antitrust law),1994-08-12,"To create an open and competitive marketplace for financial services which ensures the safety and soundness of the Nation's financial system as well as the availability of innovative financial products and services for consumers, business, and government at the lowest possible cost, and for other purposes.",Financial Services Competitiveness Act,103,0,,
s2430-103,Finance and Financial Sector,Administrative procedure|Administrative remedies|Alabama|Bank capital|Bank deposits|Branch banking|Checks|Community development banking|Consumer credit|Credit unions|Disaster relief|Due process of law|Financial deregulation|Floods|Florida|Georgia|Government publications|Storms,1994-08-25,"A bill to facilitate recovery from the recent flooding in Georgia, Alabama, and Florida resulting from Tropical Storm Alberto by providing greater flexibility for depository institutions and their regulators, and for other purposes.",,103,0,,
hr5060-103,Finance and Financial Sector,Administrative fees|Appropriations|Independent regulatory commissions|Securities|Securities and Exchange Commission|Securities regulation,1994-09-20,To provide for the continuation of certain fee collections for the expenses of the Securities and Exchange Commission for fiscal year 1995.,,103,0,,
