bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
hr3995-111,Crime and Law Enforcement,"Corporate finance and management|Criminal investigation, prosecution, interrogation|Department of Justice|Executive agency funding and structure|Federal Bureau of Investigation (FBI)|Fraud offenses and financial crimes|Government employee pay, benefits, personnel management|Housing finance and home ownership|Securities|Securities and Exchange Commission (SEC)",2009-11-03,"To provide additional resources for Federal investigations and prosecutions of crimes related to the 2008 Financial Crisis, and for other purposes.",Financial Crisis of 2008 Criminal Investigation and Prosecution Act of 2009,111,1,,
hr6236-111,Crime and Law Enforcement,"Bank accounts, deposits, capital|Business records|Civil actions and liability|Computer security and identity theft|Consumer affairs|Consumer credit|Fraud offenses and financial crimes|Government information and archives|Intelligence activities, surveillance, classified information|Right of privacy|Social security and elderly assistance|Visas and passports",2010-09-28,"To require Federal agencies, and persons engaged in interstate commerce, in possession of data containing sensitive personally identifiable information, to disclose any breach of such information.",Data Breach Notification Act,111,1,,
hr6545-111,Crime and Law Enforcement,Business ethics|Corporate finance and management|Criminal justice information and records|Government information and archives,2010-12-17,"To establish a corporate crime database, and for other purposes.",Corporate Crime Database Act,111,1,,
hr323-112,Crime and Law Enforcement,Business ethics|Corporate finance and management|Criminal justice information and records|Government information and archives,2011-01-19,"To establish a corporate crime database, and for other purposes.",Corporate Crime Database Act,112,1,,
hr1350-112,Crime and Law Enforcement,"Corporate finance and management|Criminal investigation, prosecution, interrogation|Department of Justice|Executive agency funding and structure|Federal Bureau of Investigation (FBI)|Fraud offenses and financial crimes|Government employee pay, benefits, personnel management|Housing finance and home ownership|Securities|Securities and Exchange Commission (SEC)",2011-04-04,"To provide additional resources for Federal investigations and prosecutions of crimes related to the 2008 Financial Crisis, and for other purposes.",Financial Crisis Criminal Investigation Act,112,1,,
s867-112,Crime and Law Enforcement,"Academic performance and assessments|Administrative law and regulatory procedures|Adult education and literacy|Assault and harassment offenses|Child safety and welfare|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crimes against property|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Drug, alcohol, tobacco use|Education programs funding|Elementary and secondary education|Financial literacy|Firearms and explosives|Government studies and investigations|Housing and community development funding|Indian social and development programs|Judicial procedure and administration|Juvenile crime and gang violence|Law enforcement administration and funding|Law enforcement officers|National and community service|Organized crime|Performance measurement|Physical fitness and lifestyle|Public housing|Social work, volunteer service, charitable organizations|U.S. Sentencing Commission|Violent crime",2011-05-03,A bill to fight criminal gangs.,Fighting Gangs and Empowering Youth Act of 2011,112,1,,
hr1820-112,Crime and Law Enforcement,"Academic performance and assessments|Administrative law and regulatory procedures|Adult education and literacy|Assault and harassment offenses|Child safety and welfare|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crimes against property|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Drug, alcohol, tobacco use|Education programs funding|Elementary and secondary education|Financial literacy|Firearms and explosives|Government studies and investigations|Housing and community development funding|Indian social and development programs|Judicial procedure and administration|Juvenile crime and gang violence|Law enforcement administration and funding|Law enforcement officers|National and community service|Organized crime|Performance measurement|Physical fitness and lifestyle|Public housing|Social work, volunteer service, charitable organizations|U.S. Sentencing Commission|Violent crime",2011-05-10,To fight criminal gangs.,Fighting Gangs and Empowering Youth Act of 2011,112,1,,
s977-112,Crime and Law Enforcement,"Academic performance and assessments|Administrative law and regulatory procedures|Adult education and literacy|Assault and harassment offenses|Child safety and welfare|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crimes against property|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Drug, alcohol, tobacco use|Education programs funding|Elementary and secondary education|Financial literacy|Firearms and explosives|Government studies and investigations|Housing and community development funding|Indian social and development programs|Judicial procedure and administration|Juvenile crime and gang violence|Law enforcement administration and funding|Law enforcement officers|National and community service|Organized crime|Performance measurement|Physical fitness and lifestyle|Public housing|Social work, volunteer service, charitable organizations|U.S. Sentencing Commission|Violent crime",2011-05-12,A bill to fight criminal gangs.,Fighting Gangs and Empowering Youth Act of 2011,112,1,,
s1050-112,Crime and Law Enforcement,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Consumer credit|Criminal investigation, prosecution, interrogation|Intelligence activities, surveillance, classified information|Judicial review and appeals|Right of privacy|Securities|Telephone and wireless communication|Terrorism",2011-05-23,A bill to modify the Foreign Intelligence Surveillance Act of 1978 and to require judicial review of National Security Letters and Suspicious Activity Reports to prevent unreasonable searches and for other purposes.,Fourth Amendment Restoration Act,112,1,,
s1070-112,Crime and Law Enforcement,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Consumer credit|Criminal investigation, prosecution, interrogation|Intelligence activities, surveillance, classified information|Judicial review and appeals|Right of privacy|Securities|Telephone and wireless communication|Terrorism",2011-05-25,A bill to modify the Foreign Intelligence Surveillance Act of 1978 and to require judicial review of National Security Letters and Suspicious Activity Reports to prevent unreasonable searches and for other purposes.,Fourth Amendment Restoration Act,112,1,,
s1077-112,Crime and Law Enforcement,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Criminal investigation, prosecution, interrogation|Judicial review and appeals|Securities",2011-05-25,A bill to require judicial review of Suspicious Activity Reports.,,112,1,,
s1151-112,Crime and Law Enforcement,"Administrative law and regulatory procedures|Bankruptcy|Business records|Civil actions and liability|Computer security and identity theft|Crime victims|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Department of Justice|Federal Trade Commission (FTC)|Fraud offenses and financial crimes|Government information and archives|Infrastructure development|Organized crime|Public contracts and procurement|Right of privacy",2011-06-07,"A bill to prevent and mitigate identity theft, to ensure privacy, to provide notice of security breaches, and to enhance criminal penalties, law enforcement assistance, and other protections against security breaches, fraudulent access, and misuse of personally identifiable information.",Personal Data Privacy and Security Act of 2011,112,1,,
s1408-112,Crime and Law Enforcement,"Bank accounts, deposits, capital|Business records|Civil actions and liability|Computer security and identity theft|Consumer affairs|Consumer credit|Fraud offenses and financial crimes|Government information and archives|Intelligence activities, surveillance, classified information|Right of privacy|Social security and elderly assistance|Visas and passports",2011-07-22,"A bill to require Federal agencies, and persons engaged in interstate commerce, in possession of data containing sensitive personally identifiable information, to disclose any breach of such information.",Data Breach Notification Act of 2011,112,1,,
s1925-112,Crime and Law Enforcement,"Administrative law and regulatory procedures|Aging|Alaska|Alaska Natives and Hawaiians|Assault and harassment offenses|Census and government statistics|Child safety and welfare|Civil actions and liability|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against children|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Department of Health and Human Services|Department of Homeland Security|Detention of persons|Disability and paralysis|Domestic violence and child abuse|Drug, alcohol, tobacco use|Employment and training programs|Evidence and witnesses|Foreign labor|Fraud offenses and financial crimes|Government liability|Health personnel|Health programs administration and funding|Higher education|Housing and community development funding|Human trafficking|Immigrant health and welfare|Immigration status and procedures|Income tax credits|Indian social and development programs|Internet and video services|Judicial procedure and administration|Jurisdiction and venue|Juvenile crime and gang violence|Law enforcement administration and funding|Lawyers and legal services|Low- and moderate-income housing|Marketing and advertising|Marriage and family status|Medical education|Medical research|Medical tests and diagnostic methods|Mental health|Northern Mariana Islands|Postal service|Public housing|Research administration and funding|Rural conditions and development|Sex offenses|Social work, volunteer service, charitable organizations|Telephone and wireless communication|Transportation safety and security|Violent crime|Visas and passports|Women's health|Worker safety and health",2011-11-30,A bill to reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2012,112,1,,
hr3634-112,Crime and Law Enforcement,"Academic performance and assessments|Administrative law and regulatory procedures|Administrative remedies|Competition and antitrust|Congressional oversight|Corporate finance and management|Correctional facilities and imprisonment|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Federal Prison Industries, Inc.|Government corporations and government-sponsored enterprises|Government studies and investigations|Public contracts and procurement|Vocational and technical education|Wages and earnings",2011-12-12,"To amend title 18, United States Code, to require Federal Prison Industries to compete for its contracts minimizing its unfair competition with private sector firms and their non-inmate workers and empowering Federal agencies to get the best value for taxpayers' dollars, to provide a five-year period during which Federal Prison Industries adjusts to obtaining inmate work opportunities through other than its mandatory source status, to enhance inmate access to remedial and vocational opportunities and other rehabilitative opportunities to better prepare inmates for a successful return to society, to authorize alternative inmate work opportunities in support of non-profit organizations and other public service programs, and for other purposes.",Federal Prison Industries Competition in Contracting Act of 2011,112,1,,
s2338-112,Crime and Law Enforcement,"Aging|Assault and harassment offenses|Child safety and welfare|Civil actions and liability|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against children|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Disability and paralysis|Domestic violence and child abuse|Drug, alcohol, tobacco use|Evidence and witnesses|Fraud offenses and financial crimes|Government liability|Government studies and investigations|Health programs administration and funding|Higher education|Homelessness and emergency shelter|Housing and community development funding|Immigration status and procedures|Indian social and development programs|Internet and video services|Judicial procedure and administration|Law enforcement administration and funding|Lawyers and legal services|Marriage and family status|Medical research|Pornography|Research administration and funding|Rural conditions and development|Sex offenses|Transportation safety and security|Violent crime|Visas and passports|Women's health",2012-04-23,A bill to reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2012,112,1,,
hr4970-112,Crime and Law Enforcement,"Accounting and auditing|Aging|Assault and harassment offenses|Child safety and welfare|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against children|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Disability and paralysis|Domestic violence and child abuse|Drug, alcohol, tobacco use|Evidence and witnesses|Fraud offenses and financial crimes|Government studies and investigations|HIV/AIDS|Health programs administration and funding|Higher education|Homelessness and emergency shelter|Housing and community development funding|Immigration status and procedures|Indian social and development programs|Internet and video services|Judicial procedure and administration|Law enforcement administration and funding|Lawyers and legal services|Low- and moderate-income housing|Marriage and family status|Medical education|Medical research|Medical tests and diagnostic methods|Public housing|Research administration and funding|Right of privacy|Rural conditions and development|School administration|Sex offenses|Violent crime|Visas and passports|Worker safety and health",2012-04-27,To reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2012,112,1,,
hr4982-112,Crime and Law Enforcement,"Administrative law and regulatory procedures|Aging|Alaska|Alaska Natives and Hawaiians|Assault and harassment offenses|Census and government statistics|Child safety and welfare|Civil actions and liability|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against children|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Department of Health and Human Services|Department of Homeland Security|Detention of persons|Disability and paralysis|Domestic violence and child abuse|Drug, alcohol, tobacco use|Employment and training programs|Evidence and witnesses|Foreign labor|Fraud offenses and financial crimes|Government liability|Health personnel|Health programs administration and funding|Higher education|Housing and community development funding|Human trafficking|Immigrant health and welfare|Immigration status and procedures|Income tax credits|Indian social and development programs|Internet and video services|Judicial procedure and administration|Jurisdiction and venue|Juvenile crime and gang violence|Law enforcement administration and funding|Lawyers and legal services|Low- and moderate-income housing|Marketing and advertising|Marriage and family status|Medical education|Medical research|Medical tests and diagnostic methods|Mental health|Northern Mariana Islands|Postal service|Public housing|Research administration and funding|Rural conditions and development|Sex offenses|Social work, volunteer service, charitable organizations|Telephone and wireless communication|Transportation safety and security|Violent crime|Visas and passports|Women's health|Worker safety and health",2012-04-27,To reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2012,112,1,,
hr131-113,Crime and Law Enforcement,"Corporate finance and management|Criminal investigation, prosecution, interrogation|Department of Justice|Executive agency funding and structure|Federal Bureau of Investigation (FBI)|Fraud offenses and financial crimes|Government employee pay, benefits, personnel management|Housing finance and home ownership|Securities|Securities and Exchange Commission (SEC)",2013-01-03,"To provide additional resources for Federal investigations and prosecutions of crimes related to the 2008 Financial Crisis, and for other purposes.",Financial Crisis Criminal Investigation Act,113,1,,
hr11-113,Crime and Law Enforcement,"Accounting and auditing|Administrative law and regulatory procedures|Aging|Alaska|Alaska Natives and Hawaiians|Assault and harassment offenses|Child health|Child safety and welfare|Civil actions and liability|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against children|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Department of Health and Human Services|Detention of persons|Disability and paralysis|Domestic violence and child abuse|Education programs funding|Educational facilities and institutions|Elementary and secondary education|Evidence and witnesses|Family services|Fraud offenses and financial crimes|Genetics|Government information and archives|Government studies and investigations|Health personnel|Health programs administration and funding|Higher education|Homelessness and emergency shelter|Housing and community development funding|Human trafficking|Immigrant health and welfare|Indian social and development programs|Internet and video services|Judicial procedure and administration|Jurisdiction and venue|Juvenile crime and gang violence|Law enforcement administration and funding|Lawyers and legal services|Low- and moderate-income housing|Marriage and family status|Medical education|Medical research|Medical tests and diagnostic methods|Mental health|Northern Mariana Islands|Poverty and welfare assistance|Right of privacy|School administration|Sex offenses|Sex, gender, sexual orientation discrimination|Student aid and college costs|Teaching, teachers, curricula|Violent crime|Visas and passports|Women's health|Worker safety and health",2013-01-22,To reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2013,113,1,,
s47-113,Crime and Law Enforcement,"Accounting and auditing|Administrative law and regulatory procedures|Aging|Alaska|Alaska Natives and Hawaiians|Assault and harassment offenses|Child health|Child safety and welfare|Civil actions and liability|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against children|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Department of Health and Human Services|Detention of persons|Disability and paralysis|Domestic violence and child abuse|Education programs funding|Educational facilities and institutions|Elementary and secondary education|Evidence and witnesses|Family services|Foreign aid and international relief|Fraud offenses and financial crimes|Genetics|Government information and archives|Government studies and investigations|HIV/AIDS|Health personnel|Health programs administration and funding|Higher education|Homelessness and emergency shelter|Housing and community development funding|Human rights|Human trafficking|Immigrant health and welfare|Immigration status and procedures|Indian social and development programs|International organizations and cooperation|Internet and video services|Judicial procedure and administration|Jurisdiction and venue|Juvenile crime and gang violence|Law enforcement administration and funding|Law enforcement officers|Lawyers and legal services|Low- and moderate-income housing|Marriage and family status|Medical education|Medical research|Medical tests and diagnostic methods|Mental health|Northern Mariana Islands|Nursing|Poverty and welfare assistance|Public housing|Refugees, asylum, displaced persons|Research administration and funding|Right of privacy|Sales and excise taxes|School administration",2013-01-22,A bill to reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2013,113,1,,
hr1860-113,Crime and Law Enforcement,"Civil actions and liability|Crime victims|Crimes against children|Crimes against property|Crimes against women|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Criminal procedure and sentencing|Domestic violence and child abuse|Drug trafficking and controlled substances|Firearms and explosives|Fraud offenses and financial crimes|Health technology, devices, supplies|Human trafficking|Indian lands and resources rights|Judicial procedure and administration|Protection of officials|Sex offenses|Smuggling and trafficking|Subversive activities|Terrorism|Violent crime",2013-05-07,"To modernize, shorten, and simplify the Federal criminal code, and for other purposes.",Criminal Code Modernization and Simplification Act of 2013,113,1,,
hr2098-113,Crime and Law Enforcement,"Academic performance and assessments|Administrative law and regulatory procedures|Administrative remedies|Charitable contributions|Competition and antitrust|Congressional oversight|Corporate finance and management|Correctional facilities and imprisonment|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Federal Prison Industries, Inc.|Federal officials|Government corporations and government-sponsored enterprises|Government studies and investigations|Public contracts and procurement|Vocational and technical education|Wages and earnings",2013-05-22,"To amend title 18, United States Code, to require Federal Prison Industries to compete for its contracts minimizing its unfair competition with private sector firms and their non-inmate workers and empowering Federal agencies to get the best value for taxpayers' dollars, to provide a five-year period during which Federal Prison Industries adjusts to obtaining inmate work opportunities through other than its mandatory source status, to enhance inmate access to remedial and vocational opportunities and other rehabilitative opportunities to better prepare inmates for a successful return to society, to authorize alternative inmate work opportunities in support of non-profit organizations and other public service programs, and for other purposes.",Federal Prison Industries Competition in Contracting Act of 2013,113,1,,
s1465-113,Crime and Law Enforcement,"Administrative law and regulatory procedures|Business records|Civil actions and liability|Congressional oversight|Corporate finance and management|Criminal investigation, prosecution, interrogation|Currency|Department of the Treasury|Fraud offenses and financial crimes|Government information and archives|Government studies and investigations|Immigration status and procedures|Licensing and registrations|Office of Management and Budget (OMB)|Public contracts and procurement|Terrorism",2013-08-01,"A bill to ensure that persons who form corporations in the United States disclose the beneficial owners of those corporations, in order to prevent the formation of corporations with hidden owners, stop the misuse of United States corporations by wrongdoers, and assist law enforcement in detecting, preventing, and punishing terrorism, money laundering , tax evasion, and other criminal and civil misconduct involving United States corporations, and for other purposes.",Incorporation Transparency and Law Enforcement Assistance Act,113,1,,
hr3317-113,Crime and Law Enforcement,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Civil actions and liability|Commodity Futures Trading Commission|Congressional oversight|Corporate finance and management|Criminal justice information and records|Criminal procedure and sentencing|Department of the Treasury|Drug trafficking and controlled substances|Employment discrimination and employee rights|Evidence and witnesses|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Foreign and international banking|Fraud offenses and financial crimes|Government studies and investigations|International organizations and cooperation|Securities and Exchange Commission (SEC)|Terrorism|Wages and earnings",2013-10-23,"To strengthen the Federal statutes designed to deter money laundering and terrorism financing, and for other purposes.",Holding Individuals Accountable and Deterring Money Laundering Act,113,1,,
hr3331-113,Crime and Law Enforcement,Administrative law and regulatory procedures|Business records|Civil actions and liability|Congressional oversight|Corporate finance and management|Currency|Department of the Treasury|Fraud offenses and financial crimes|Government information and archives|Immigration status and procedures|Office of Management and Budget (OMB)|Public contracts and procurement|Terrorism,2013-10-23,"To amend title 31, United States Code, to ensure that persons who form corporations or limited liability companies in the United States disclose the beneficial owners of those corporations or limited liability companies, in order to prevent wrongdoers from exploiting United States corporations and limited liability companies for criminal gain, to assist law enforcement in detecting, preventing, and punishing terrorism, money laundering, and other misconduct involving United States corporations and limited liability companies, and for other purposes.",Incorporation Transparency and Law Enforcement Assistance Act,113,1,,
hr3465-113,Crime and Law Enforcement,"Accounting and auditing|Administrative law and regulatory procedures|Adult education and literacy|Advisory bodies|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Criminal procedure and sentencing|Department of Justice|Drug, alcohol, tobacco use|Elementary and secondary education|Employment and training programs|Executive agency funding and structure|Family services|Food assistance and relief|Government studies and investigations|Health care coverage and access|Homelessness and emergency shelter|Juvenile crime and gang violence|Law enforcement administration and funding|Low- and moderate-income housing|Medicaid|Medicare|Mental health|Performance measurement|Poverty and welfare assistance|Public housing|Research administration and funding|Separation, divorce, custody, support|Social security and elderly assistance|Social work, volunteer service, charitable organizations|Veterans' education, employment, rehabilitation|Veterans' loans, housing, homeless programs|Veterans' medical care|Veterans' pensions and compensation|Vocational and technical education",2013-11-13,To reauthorize the Second Chance Act of 2007.,Second Chance Reauthorization Act of 2013,113,1,,
s1690-113,Crime and Law Enforcement,"Accounting and auditing|Administrative law and regulatory procedures|Adult education and literacy|Advisory bodies|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against women|Criminal procedure and sentencing|Department of Justice|Drug, alcohol, tobacco use|Elementary and secondary education|Employment and training programs|Executive agency funding and structure|Family services|Food assistance and relief|Government studies and investigations|Health care coverage and access|Homelessness and emergency shelter|Juvenile crime and gang violence|Law enforcement administration and funding|Low- and moderate-income housing|Medicaid|Medicare|Mental health|Performance measurement|Poverty and welfare assistance|Public housing|Research administration and funding|Separation, divorce, custody, support|Sex offenses|Social security and elderly assistance|Social work, volunteer service, charitable organizations|Veterans' education, employment, rehabilitation|Veterans' loans, housing, homeless programs|Veterans' medical care|Veterans' pensions and compensation|Vocational and technical education",2013-11-13,A bill to reauthorize the Second Chance Act of 2007.,Second Chance Reauthorization Act of 2013,113,1,,
s1897-113,Crime and Law Enforcement,"Bank accounts, deposits, capital|Business records|Civil actions and liability|Computer security and identity theft|Computers and information technology|Congressional oversight|Consumer affairs|Consumer credit|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Fraud offenses and financial crimes|Organized crime|Right of privacy",2014-01-08,"A bill to prevent and mitigate identity theft, to ensure privacy, to provide notice of security breaches, and to enhance criminal penalties, law enforcement assistance, and other protections against security breaches, fraudulent access, and misuse of personally identifiable information.",Personal Data Privacy and Security Act of 2014,113,1,,
hr3990-113,Crime and Law Enforcement,"Bank accounts, deposits, capital|Business records|Civil actions and liability|Computer security and identity theft|Computers and information technology|Congressional oversight|Consumer affairs|Consumer credit|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Fraud offenses and financial crimes|Organized crime|Right of privacy",2014-02-04,"To prevent and mitigate identity theft, to ensure privacy, to provide notice of security breaches, and to enhance criminal penalties, law enforcement assistance, and other protections against security breaches, fraudulent access, and misuse of personally identifiable information.",Personal Data Privacy and Security Act of 2014,113,1,,
hr4452-113,Crime and Law Enforcement,Business ethics|Corporate finance and management|Criminal justice information and records|Government information and archives,2014-04-10,"To establish a corporate crime database, and for other purposes.",Corporate Crime Database Act,113,1,,
s2999-113,Crime and Law Enforcement,"Accounting and auditing|Child care and development|Child health|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Criminal justice information and records|Detention of persons|Domestic violence and child abuse|Drug, alcohol, tobacco use|Executive agency funding and structure|Government studies and investigations|Hereditary and development disorders|Indian social and development programs|Judicial procedure and administration|Juvenile crime and gang violence|Law enforcement administration and funding|Medical tests and diagnostic methods|Mental health|Racial and ethnic relations|Sex offenses|Social work, volunteer service, charitable organizations",2014-12-11,"A bill to reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",Juvenile Justice and Delinquency Prevention Reauthorization Act of 2014,113,1,,
hr102-114,Crime and Law Enforcement,Business ethics|Corporate finance and management|Criminal justice information and records|Government information and archives,2015-01-06,"To establish a corporate crime database, and for other purposes.",Corporate Crime Database Act,114,1,,
s676-114,Crime and Law Enforcement,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Civil actions and liability|Computer security and identity theft|Congressional oversight|Criminal investigation, prosecution, interrogation|Employee hiring|Fraud offenses and financial crimes|Government information and archives|Government studies and investigations|Health information and medical records|Intergovernmental relations|Medicare|Right of privacy|Social security and elderly assistance|State and local government operations|Tax administration and collection, taxpayers",2015-03-09,"A bill to amend the Internal Revenue Code of 1986 to prevent tax-related identity theft and tax fraud, and for other purposes.",Identity Theft and Tax Fraud Prevention Act of 2015,114,1,,
hr1699-114,Crime and Law Enforcement,"Academic performance and assessments|Administrative law and regulatory procedures|Administrative remedies|Charitable contributions|Competition and antitrust|Congressional oversight|Corporate finance and management|Correctional facilities and imprisonment|Employment and training programs|Employment discrimination and employee rights|Executive agency funding and structure|Federal Prison Industries, Inc.|Federal officials|Government corporations and government-sponsored enterprises|Government studies and investigations|Public contracts and procurement|Vocational and technical education|Wages and earnings",2015-03-26,"To amend title 18, United States Code, to require Federal Prison Industries to compete for its contracts minimizing its unfair competition with private sector firms and their non-inmate workers and empowering Federal agencies to get the best value for taxpayers' dollars, to provide a five-year period during which Federal Prison Industries adjusts to obtaining inmate work opportunities through other than its mandatory source status, to enhance inmate access to remedial and vocational opportunities and other rehabilitative opportunities to better prepare inmates for a successful return to society, to authorize alternative inmate work opportunities in support of non-profit organizations and other public service programs, and for other purposes.",Federal Prison Industries Competition in Contracting Act of 2015,114,1,,
s1158-114,Crime and Law Enforcement,"Administrative law and regulatory procedures|Civil actions and liability|Computer security and identity theft|Congressional oversight|Consumer affairs|Consumer credit|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Federal Trade Commission (FTC)|Federal preemption|Fraud offenses and financial crimes|Right of privacy|State and local government operations|Telephone and wireless communication",2015-04-30,"A bill to ensure the privacy and security of sensitive personal information, to prevent and mitigate identity theft, to provide notice of security breaches involving sensitive personal information, and to enhance law enforcement assistance and other protections against security breaches, fraudulent access, and misuse of personal information.",Consumer Privacy Protection Act of 2015,114,1,,
s1513-114,Crime and Law Enforcement,"Accounting and auditing|Administrative law and regulatory procedures|Adult education and literacy|Aging|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Department of Justice|Detention of persons|Drug therapy|Drug, alcohol, tobacco use|Elementary and secondary education|Emergency medical services and trauma care|Employment and training programs|Executive agency funding and structure|Family services|Fraud offenses and financial crimes|Government studies and investigations|Health care coverage and access|Homelessness and emergency shelter|Indian social and development programs|Juvenile crime and gang violence|Law enforcement administration and funding|Low- and moderate-income housing|Mental health|Performance measurement|Poverty and welfare assistance|Research administration and funding|Social work, volunteer service, charitable organizations|State and local courts|Veterans' education, employment, rehabilitation|Veterans' loans, housing, homeless programs|Veterans' medical care|Veterans' pensions and compensation|Vocational and technical education",2015-06-04,A bill to reauthorize the Second Chance Act of 2007.,Second Chance Reauthorization Act,114,1,,
hr2728-114,Crime and Law Enforcement,Accounting and auditing|Child health|Child safety and welfare|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Department of Justice|Detention of persons|Executive agency funding and structure|Government studies and investigations|Juvenile crime and gang violence|Law enforcement administration and funding|Mental health|Performance measurement|Public participation and lobbying|Racial and ethnic relations|Tax-exempt organizations|Taxation of foreign income,2015-06-11,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",Youth Justice Act of 2015,114,1,,
hr2977-114,Crime and Law Enforcement,"Administrative law and regulatory procedures|Civil actions and liability|Computer security and identity theft|Congressional oversight|Consumer affairs|Consumer credit|Criminal investigation, prosecution, interrogation|Criminal justice information and records|Federal Trade Commission (FTC)|Federal preemption|Fraud offenses and financial crimes|Right of privacy|State and local government operations|Telephone and wireless communication",2015-07-08,"To ensure the privacy and security of sensitive personal information, to prevent and mitigate identity theft, to provide notice of security breaches involving sensitive personal information, and to enhance law enforcement assistance and other protections against security breaches, fraudulent access, and misuse of personal information.",Consumer Privacy Protection Act of 2015,114,1,,
hr3406-114,Crime and Law Enforcement,"Accounting and auditing|Administrative law and regulatory procedures|Adult education and literacy|Congressional oversight|Correctional facilities and imprisonment|Crime prevention|Crime victims|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Department of Justice|Drug therapy|Drug, alcohol, tobacco use|Elementary and secondary education|Emergency medical services and trauma care|Employment and training programs|Executive agency funding and structure|Family services|Fraud offenses and financial crimes|Government studies and investigations|Health care coverage and access|Homelessness and emergency shelter|Indian social and development programs|Juvenile crime and gang violence|Law enforcement administration and funding|Low- and moderate-income housing|Mental health|Performance measurement|Poverty and welfare assistance|Research administration and funding|Social work, volunteer service, charitable organizations|State and local courts|Veterans' education, employment, rehabilitation|Veterans' loans, housing, homeless programs|Veterans' medical care|Veterans' pensions and compensation|Vocational and technical education",2015-07-29,To reauthorize the Second Chance Act of 2007.,Second Chance Reauthorization Act of 2015,114,1,,
